地区,用户id,昵称,性别,微博数,粉丝数,关注数,id,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
四川,2970452952,李子柒,女,411,25616137,183,4269735891239595,一旦忙起来时间就过的特别快，快三年了，终于为自己交上一份答卷！想说的都在图里，谢谢你们一直的庇护。用心为你们准备了几百份礼物，请查收❤️#朝花柒拾# ,"https://wx3.sinaimg.cn/large/b10d83d8gy1ftz1f6nmtij20tv6ponpe.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1ftz1eyw0eqj20tv5pkhdu.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1ftz1fdtypoj20tv5wwqv5.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1ftz1fjf7wnj20tv3wv1kc.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1ftz1fkgkfnj20tv32p1i4.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1ftz1fmgse8j20tv2j01c0.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1ftz1fonsndj20tv3l51ek.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1ftz1fr0pr6j20tv3dv1gg.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1ftz1fylf4vj20tv7ps1ky.jpg",,,2018-08-05,iPhone 6,280504,76099,48899,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4266508223770128,大暴雨之后就正式入伏，就是是吃鸡枞菌的季节。这几天山上的野菌也很多，当然蚊子也很多。摘些菌子顿一锅鲜香的鸡汤，再用剁下来的鸡腿肉闷一锅米饭！摘些臭黄荆叶子搅一盆清热解毒的观音豆腐开开胃，再来喝汤吃肉简直不摆了！#古香古食# #朝花柒拾# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/w5HeXgYdlx07mmMpGDja01040201BNwl0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982345&ssig=EOCJU3J2ZW&KID=unistore,video",,2018-07-27,分享按钮,329939,67194,59483,"古香古食,朝花柒拾",
四川,2970452952,李子柒,女,411,25616137,183,4264660792455159,#世界急需保护的非物质文化遗产# 东源木活字印刷文化馆的馆长告诉我：“在我们这，还能实际操作这门技艺的匠人只剩2个人了………”#请耐心读完# ,"https://wx3.sinaimg.cn/large/b10d83d8gy1ftiuhpgd00j20tv5bj4qr.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1ftiuhxfhjyj20tv70r7wl.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1ftiui2aznij20tv46ax6p.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1ftiui8yh1wj20tv495kjm.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1ftiuig8rjdj20tv51y1kz.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1ftiuhkeojcj20tv7fnnpg.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1ftiuins721j20tv4f6hdu.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1ftiuiwgtihj20tv7yc7wo.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1ftiuj1vua7j20tv5ftqv6.jpg",,,2018-07-22,iPhone 6,98740,6655,10159,"世界急需保护的非物质文化遗产,请耐心读完",
四川,2970452952,李子柒,女,411,25616137,183,4261382088237518,四川已经连续下半月雨，园子里的蔬菜瓜果泡坏了好多！眼看番茄也招架不住了，赶紧一锅端了总比烂地里好～烤了些番茄果干，炖了一大锅番茄牛腩煲还放了土豆熬成浓汤。吃完菜肉放几根清水面当主食，一天就又这样混过去了～～如果能每天都这样混一辈子，恐怕是做梦也能笑醒！！！！！！！ 李子柒的秒拍视频,,,,2018-07-13,分享按钮,395949,69188,52830,,
四川,2970452952,李子柒,女,411,25616137,183,4257028077946216,记还得去年我种的百香果吗？就是那个别人4月开花它10月才开，果子才鸡蛋大就被霜打掉的那个磨人精！所以去年深秋就连根带泥挖进盆放温室里人工升温。今年气温过20度才挪出来连盆埋地里搭上架，等天凉又得搬回去。真的当小祖宗一样护着今年才算勉强正常挂果！第一次吃到藤上自然熟的百香果！也是不容易～ 李子柒的秒拍视频,,,,2018-07-01,分享按钮,379837,91499,65591,,
四川,2970452952,李子柒,女,411,25616137,183,4251634739171077,“院子里有各种各样的瓜果蔬菜，每天清晨裤子一穿就奔到地里摘够一天要吃的蔬菜水果；再剪一些应季的鲜花插在房间，太阳出来就不出门了！在家宅上一整天追剧，做好吃的，做手工……”这就是我的梦，奈何现在只实现了前半截……好像这个跟今天视频主题没关系，，好吧，家里豇豆吃不完快老了，摘了一些做成干豇豆，蒸煮烧炖闷，怎么做怎么好吃。用来烧排骨，猪蹄啊什么的，保证你吃了上顿想下顿！ 李子柒的秒拍视频,,,,2018-06-16,分享按钮,398559,65528,62658,,
四川,2970452952,李子柒,女,411,25616137,183,4244375686541530,五月，就是吃花的季节呀！什么玫瑰酱啊 酒啊 鲜花饼什么的……通通做起来！！#美食红人周# 李子柒的秒拍视频 ,,"http://gslb.miaopai.com/stream/dMZP3LDkjDq6XcGFRqG0ELGupHTaX~stfkDJew__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982345&ssig=E7CoTb8bX2&KID=unistore,video",,2018-05-27,分享按钮,330824,68540,58288,美食红人周,
四川,2970452952,李子柒,女,411,25616137,183,4240387915205185,又见樱桃！我们家乡管这小家伙叫“恩桃儿”你们那叫什么阿～～#美食红人周# @鲜城 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/xS2ZM4rAlx07kvOGrlL2010402014k4Y0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982349&ssig=BZiEZg97pm&KID=unistore,video",,2018-05-16,分享按钮,340578,84382,62798,美食红人周,鲜城
四川,2970452952,李子柒,女,411,25616137,183,4236078715883957,豌豆儿又黄…每年这个时候都会用新收的豆子，结结实实整上一顿豌豆凉粉！我家老太太的最爱李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/5hdyjPiDlx07kcQHSfGo010402014CKC0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982349&ssig=HO78hsKcdf&KID=unistore,video",,2018-05-04,iPhone 6,339893,59204,43364,,
四川,2970452952,李子柒,女,411,25616137,183,4233483108314656,奶奶说我很小的时候，也是这个季节。因为闹着要吃刺龙苞被我爹胖揍过一顿！挨揍了也不管事还能使劲哭！最后我爹怕把我揍坏了还真上山去给找了这种野菜回来……实话是，这些事情我已经完全没印象，更不记得那盘菜是什么味道。只是老人经常提起，所以当做念想罢…24年了，他应该也挺好的吧………李子柒的秒拍视频,,,,2018-04-27,iPhone 6,337754,56683,42651,,
四川,2970452952,李子柒,女,411,25616137,183,4228397879923041,姑父祖上老宅拆建时留下的古门板，听他说至少有百年，历经岁月长河的老木头竟然没被完全风化，感觉太不可思议…所以去年第一眼看到时就厚着脸皮讨了过来…这次想给卫生间做洗漱台的时候刚好派上大用场……… #古香古色# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/9W4LcXpSlx07jF2FGBUs01040203Szh30E023?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982349&ssig=9HPFKUBL9U&KID=unistore,video",,2018-04-13,分享按钮,557684,104483,101813,古香古色,
四川,2970452952,李子柒,女,411,25616137,183,4223767024762278,还没回过神，万物皆醒。青草萌芽，花开有声……趁着有花的季节，咱们吃花吧！#朝花柒拾#（注：桃花不可多食、孕妈妈忌用） 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/cqawGt2flx07jkEQ7XiM01040202cWHp0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982349&ssig=IzZG4Tckz%2B&KID=unistore,video",,2018-03-31,分享按钮,316915,48316,39955,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4222826216788624,女孩子家家的，就不要晒春天的太阳了！良心忠告 ,https://wx4.sinaimg.cn/large/b10d83d8gy1fpte00ruqij20qo0zkjxx.jpg,,,2018-03-29,iPhone 6,170495,14697,3039,,
四川,2970452952,李子柒,女,411,25616137,183,4218281457881370,突如其来的倒春寒似乎凝结了时间，花才开到一半。这可能是今年寒冬来临之前的最后一场雪，遇一场，少一场……曾在山上的客栈吃过这道《古法焖雪水鱼》雪水鱼、老茶汤、老坛泡菜、再用焖好的汤汁拌个面……告别这场桃花雪… #厨房的诱惑# #大v私房菜# #朝花柒拾# 李子柒的秒拍视频 ,,http://gslb.miaopai.com/stream/Awp~7xPe2QtLXaDWQOLP4CfMatQtfsL~XxcwFQ__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2018-03-16,朝花柒拾超话,319694,51513,42589,"厨房的诱惑,朝花柒拾",
四川,2970452952,李子柒,女,411,25616137,183,4207800487628369,过年啦！！！本来还想录个彩蛋，奈何屁股痛的实在没心情……只有在这里跟大家说声过年好喽！然而我自己一点都不好，打了六针屁股针感冒也没效果！白疼了……就在重感冒和屁股疼的情况下好赶慢赶终于赶出来了这个视频，有点长，能看完的绝对是真爱。新年快乐小犊子们！！#朝花柒拾# 李子柒的秒拍视频 ,,"http://gslb.miaopai.com/stream/25KSGcqczqa8a8hk1wVhJ3smHkA8DY-owuzrXQ__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982349&ssig=51DhKKUKTA&KID=unistore,video",,2018-02-15,朝花柒拾超话,539427,108538,96322,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4206005635846050,去年夏时，我姐让我做的面包窑，近来得闲终于整出一个。其实面包窑在国外已经非常普及，只是在国内做的人不多。窑烤的面包外皮酥脆.内里香软，带着炭火的香气和温度。吃过，便能晓得幸福是什么味道……#朝花柒拾# 李子柒的秒拍视频 ,,http://gslb.miaopai.com/stream/Vz7CG3bfP~6HoheT3yURbFAPXKE~3BT7bfTDNw__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2018-02-10,朝花柒拾超话,924662,156927,126730,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4202981740480793,坛启荤香飘四邻，        佛闻弃禅跳墙来！年夜饭来一坛硬菜                     ----《佛跳墙》#朝花柒拾# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/vHFgllnglx07hR9aeRKU01040202BeLW0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982349&ssig=OpjrYmL2cq&KID=unistore,video",,2018-02-02,朝花柒拾超话,363348,89260,85404,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4199473573661526,小孩小孩你别馋，过了腊八就是年……一年到头，又到每年煮腊八粥的时候了…… #朝花柒拾# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/itoxatMBlx07hBJP2dmU01040200YUdT0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982353&ssig=vHSISvVIiv&KID=unistore,video",,2018-01-23,朝花柒拾超话,316517,49102,29636,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4195791943512332,转眼都过了三九，再不做腊肉怕是过年都没得吃！一直嘴馋湖南的腊味合蒸，所以今年又多腌了些腊鸡腊鱼。把晾干的各种腊肉切块一并上锅蒸了，再用蒸肉的汤汁炝一盘青菜，啧啧…有多好吃就不形容了！反正又是一期最后差点跟摄影师打架的视频……#朝花柒拾# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/nsuzZishlx07hlx8owh201040202YtvV0E023?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982353&ssig=Jo1sQHEQNt&KID=unistore,video",,2018-01-13,朝花柒拾超话,352918,126071,111594,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4192430251483578,村里各家的年猪都杀完了，我这俩货却越养越瘦，入冬开始就吃的很少。老子怀疑它俩在偷偷减肥 ,"https://wx2.sinaimg.cn/large/b10d83d8gy1fn4ez62muzj21530qo13p.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fn4ez6o0qoj20tn0qo10q.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fn4ez7i27mj20tx0qoqaz.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fn4ez85u8tj21210qowp3.jpg",,,2018-01-04,iPhone 6,232547,26024,12657,,
四川,2970452952,李子柒,女,411,25616137,183,4191176569415499,嗯，看到了。哭成了狗……太多的话哽在心里，说不出，也不知能从哪说起…只有一句感谢，一句祝福…愿所有的你们在今后的日子里，一切平安、健康、快乐、幸福…仅此足矣…… ,,,,2018-01-01,iPhone 6,130877,8907,847,,
四川,2970452952,李子柒,女,411,25616137,183,4188230289379811,小时候我们管这玩意儿叫“鼻涕果”。那会儿吧，一到果子落地的时节，起床裤子一提的头件事儿就是奔老屋后捡酸枣吃。估计是那时没什么零食，就觉得这果儿酸酸甜甜的不能再好吃了！现在？呵…条件越好越矫情，觉得酸了，只得加些冰糖粉做成酸枣糕喽～#朝花柒拾# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/8ui9QxPRlx07gOfJNeN201040200SArS0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982353&ssig=KQxNubydpC&KID=unistore,video",,2017-12-23,朝花柒拾超话,284316,56548,47866,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4185664373072654,或许每个人的记忆里都有一双带着温暖的千层底儿。儿时，我也一直穿着奶奶用旧衣服做的千层底布鞋长大…如今的我们，已经有了各式各样的漂亮鞋子，这双做工繁琐、样子又老旧的粗布鞋也渐渐被藏进了回忆里………#朝花柒拾# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/Gd0ZKItBlx07gCXpbLsA01040202jrF00E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982353&ssig=9DPubBwk%2BR&KID=unistore,video",,2017-12-16,朝花柒拾超话,340184,59063,45470,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4180544268947925,初雪寒夜，围着热乎乎的灶台，煮上一锅喷香的柴火鸡！大口吃肉，小口酌酒。啧～～哪还管它个孰是孰非……爱特么谁谁！！！#朝花柒拾# 李子柒的秒拍视频 ,,http://gslb.miaopai.com/stream/3-CP4ku7qRSE~jHp2AoyhpuzkKmcOpB589I3ng__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2017-12-02,分享按钮,340009,77563,70505,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4175518239035822,手工造纸的起源最早可追溯到公元前2世纪时的西汉初年，那时我们的祖先便开始用麻皮和树皮制成最原始的纸张。在这个已经拥有了大量机械化生产纸张的年代，但愿我们还能知晓祖先们是怎样用一双手，让中国成为了世界上最早发明纸的国家！#古香古食##朝花柒拾# 李子柒的秒拍视频 ,,"http://gslb.miaopai.com/stream/gHYn2CV4yMY2GmHCcaSHFeeXRE3om3hAAULa~Q__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982353&ssig=OaHBudLe9C&KID=unistore,video",,2017-11-18,古香古食超话,325645,59347,39473,"古香古食,朝花柒拾",
四川,2970452952,李子柒,女,411,25616137,183,4171152056093119,#朝花柒拾# 感谢500万个你❤️……… ,"https://wx1.sinaimg.cn/large/b10d83d8gy1fl8j93ekmqj20n64zv7wh.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fl8j96s1mrj20mw4zv7wh.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fl8j995253j20jo4zvb29.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fl8j9bdmzhj20qo30be2a.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fl8j9cyx0dj20qo300x3r.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fl8j9fg9yhj20jc4zv4qp.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fl8j90q32cj20jc4zve81.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fl8j9hpv2sj20n44zvb29.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fl8j9llyzvj20p74zve81.jpg",,,2017-11-06,iPhone 6,247889,113691,23077,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4167876506627673,#古香古食#卤水点豆腐，一物降一物？收豆子的季节，自己在家也能做豆腐！简单粗暴的操作，赶紧学会好在老妈面前得瑟一手！毕竟谁还不是个心灵手巧的宝宝了？ 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/507lDkUqlx07fmELdj4Q01040201bSuD0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982358&ssig=drQ%2BkkX4Lx&KID=unistore,video",,2017-10-28,分享按钮,251954,81225,66711,古香古食,
四川,2970452952,李子柒,女,411,25616137,183,4164985301323000,秋风起，每年这个时候我都会做些阿胶固元膏囤着过冬。香香甜甜的好吃又营养，天知道这个宝贝对女孩子有多好！冬天容易手脚冰凉的小朋友一定要收好哦～#古香古食# #理想的生活季#@鲜城 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/lIfNt5LClx07f9VAiV7q010402012SHU0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982358&ssig=NbTHUuE5Ag&KID=unistore,video",,2017-10-20,分享按钮,324560,95401,94165,"古香古食,理想的生活季",鲜城
四川,2970452952,李子柒,女,411,25616137,183,4162495318419707,又该挖芋头了。小时候老太爷总爱做芋头饭给我吃。那时候粮食精贵，大人们就把什么芋头，豆角，南瓜，红薯这些蔬菜炒炒和米饭一并焖熟吃，这样就可以把省下来的稻谷卖成钱给家里的小祖宗们缴学费……如今我能做出更香更美味的芋头饭了，只是最先教我煮这碗饭的人已经不在…… 珍惜身边人，多回家看看。#古香古食# 李子柒的秒拍视频,,,,2017-10-13,分享按钮,289183,50896,37111,古香古食,
四川,2970452952,李子柒,女,411,25616137,183,4158542950389217,又是一年团圆佳节，今年做了苏式鲜肉月饼。外皮酥脆，肉汁丰腴鲜香。一嘴咬下满口香…再抿上两小盅桂花酒，啧啧……哪还管它个什么悲欢离合，阴晴圆缺！#古香古食# #2017中秋# #理想的生活季# @鲜城 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/ekwmxwNnlx07eHzxc13O010402011IEZ0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982358&ssig=bMp%2F%2ByBdUo&KID=unistore,video",,2017-10-02,分享按钮,188526,41278,29648,"古香古食,2017中秋,理想的生活季",鲜城
四川,2970452952,李子柒,女,411,25616137,183,4155192092323072,看书追剧必备小零食－－《麻辣手撕牛肉干》。小火秘卤，熬好的香料油慢火煸香一根根撕开的牛肉慢慢咬，口齿留香！完全停不下来……自己做安全无添加，给孩子吃也完全放心！#古香古食# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/Qg92jpZ5lx07esP6hGEM01040201fFH70E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982358&ssig=EJEB6GHxUr&KID=unistore,video",,2017-09-23,分享按钮,201617,57722,47580,古香古食,
四川,2970452952,李子柒,女,411,25616137,183,4153460675119760,你好，我叫李子柒。请摸着你的良心说，有没有想我？#朝花柒拾# ,"https://wx4.sinaimg.cn/large/b10d83d8gy1fjo3g98r1uj20oh4zvqv5.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fjo3gh6c7uj20qo4fou0x.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fjo3gkuz4bj20qo4hqkjl.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fjo3gtdt3qj20pn4zv4qp.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fjo3gza0h2j20qo3o51kx.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fjo3h8bkzsj20qo4vs1kx.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fjo3ha30g2j20qo28j4b8.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fjo3hbq8hdj21400qogtu.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fjo3hb1y5yj20ku11278s.jpg",,,2017-09-18,iPhone 6,161934,24902,5146,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4151195049970784,《红楼梦》中宝玉做胭脂时说：“这是上好的胭脂拧出汁子来，淘澄净了，配了花露蒸成的。只要细簪子挑上一点儿，抹在唇 上，足够了”今天咱们也做做这古法纯天然的口红纸，胭脂膏、眉黛膏呗！#古香古食# #古香古色# 李子柒的秒拍视频 ,,http://gslb.miaopai.com/stream/ixyWGC3V5lURf3f6jrmUcMjTO3ABLA30PWSerg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2017-09-12,古香古色超话,495824,120871,135263,"古香古食,古香古色",
四川,2970452952,李子柒,女,411,25616137,183,4147286248764178,想起那年伞下轻拥，宛如豆蔻枝头温柔的旧梦…这故事若拿来下酒，怕是比酒还要苦……荷叶又黄、今天就不喝了，吃茶…#古香古食# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/003bUd5wlx07zeetHboI01041202EfPa0E013.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982358&ssig=hQ8vfI1X%2Bx&KID=unistore,video",,2017-09-01,分享按钮,212676,31745,35456,古香古食,
四川,2970452952,李子柒,女,411,25616137,183,4144959177257412,#七夕节#又称“乞巧节”，古人通常在这一天里吃巧果，偷听牛郎织女天河夜话。姑娘们则会在夜里向织女许愿乞求心灵手巧，故称“乞巧”。去年做了巧食，今年就教大家做同样是七夕传统美食的《巧酥》。外皮酥层入口即化，紫薯内馅香甜有嚼劲，不止是好看那么简单#古香古食# #厨房的诱惑# @鲜城 李子柒的秒拍视频,,,,2017-08-26,七夕节超话,159559,26587,25698,"七夕节,古香古食,厨房的诱惑",鲜城
四川,2970452952,李子柒,女,411,25616137,183,4142216547110787,#古香古食#黄桃终于熟啦！夏日傍晚，来那么一罐冰镇的黄桃罐头，甜丝丝，香蜜蜜，冰冰凉……谁跟我抢跟谁急！！！！#厨房的诱惑# @鲜城 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/M7dznbjAlx07dxJ7gXJu01040202qP2x0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982361&ssig=Xo9G%2F4fJKV&KID=unistore,video",,2017-08-18,分享按钮,183834,40752,30883,"古香古食,厨房的诱惑",鲜城
四川,2970452952,李子柒,女,411,25616137,183,4139690472512779,#古香古食# 在海拔3000米之上的赤松树下，生长着一种如精灵般的食材------松茸。这种营养价值极高、且有着特殊浓香的食用菌到现在都无法人工培育，弥足珍贵。从《炭烤松茸》到《松茸鸡汤》再到《松茸酒》……用最虔诚的仪式感烹饪最珍贵的食材！ 动漫心不乎老的秒拍视频 ,,"http://gslb.miaopai.com/stream/lU5HLk5OaC1GfBm-EDZL66Z6MAdjDN2QQ5j4ig__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982361&ssig=6DgZn1mM%2FA&KID=unistore,video",,2017-08-11,分享按钮,170785,40887,29943,古香古食,
四川,2970452952,李子柒,女,411,25616137,183,4138597709586203,抱歉让大家担心，一切安好。会照顾好自己和家人，愿庇佑200多公里以外的九寨平安 ,https://wx2.sinaimg.cn/large/b10d83d8gy1ficodkl6i5j20ku0lpadf.jpg,,,2017-08-08,iPhone 6,60227,3450,161,,
四川,2970452952,李子柒,女,411,25616137,183,4137097478882052,#朝花柒拾# 出去帮你们收了俩杯子，很感恩……可…差点…回不来…………#带着微博去旅行# ,"https://wx4.sinaimg.cn/large/b10d83d8gy1fi7w37h13yj20zk0jzjv0.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fi7w3919uzj20qo0zkq94.jpg,https://wx1.sinaimg.cn/large/b10d83d8gy1fi7w3a6d4yj20qo0qoaek.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fi7w3dhdy4j21400qodlm.jpg,https://wx3.sinaimg.cn/large/b10d83d8gy1fi7w3hiva3j20qo14inai.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fi7w3j4n8xj20ku112wkq.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fi7w3jum2vj20qo14042k.jpg,https://wx4.sinaimg.cn/large/b10d83d8gy1fi7w36l7rbj20qo14043v.jpg,https://wx2.sinaimg.cn/large/b10d83d8gy1fi7w3lui1ij20qo1407ah.jpg",,,2017-08-04,iPhone 6,73424,5883,473,"朝花柒拾,带着微博去旅行",
四川,2970452952,李子柒,女,411,25616137,183,4134564769529949,#古香古食#川菜之魂——豆瓣酱。#理想的生活季#@鲜城 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/ECN1Il7Vlx07d034plW801040202DiVl0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982361&ssig=6tpkhI8bdu&KID=unistore,video",,2017-07-28,分享按钮,121676,29140,43347,"古香古食,理想的生活季",鲜城
四川,2970452952,李子柒,女,411,25616137,183,4133824764544051,夏天夏天悄悄过去留下小秘密#朝花柒拾# ,"https://wx1.sinaimg.cn/large/b10d83d8ly1fhxgaijxcvj20qo0vu0ww.jpg,https://wx2.sinaimg.cn/large/b10d83d8ly1fhxgaj4ri6j20qo0shn1f.jpg,https://wx4.sinaimg.cn/large/b10d83d8ly1fhxgajrwpaj20qo0wcaga.jpg",,,2017-07-26,iPhone 6,77491,6362,459,朝花柒拾,
四川,2970452952,李子柒,女,411,25616137,183,4132420636563048,又到了吃菌子的季节！雨季过后，大山深处的白蚁窝下，这种比松茸还要美味的鸡枞菌就破土而出啦！新鲜的鸡枞菌加入青花椒和辣椒碎，熬成上好的鸡枞油。吃面的时候淋上两勺子，你会瞬间明白什么叫做好！吃！的！想！哭！！！#古香古食# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/H73aGM9dlx07cQBUxUhG01040202EGWZ0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982361&ssig=m1JBsANSsR&KID=unistore,video",,2017-07-22,分享按钮,104068,33629,33625,古香古食,
四川,2970452952,李子柒,女,411,25616137,183,4129528861371655,去年那花，去年那人还有去年那首歌…弹指刹那，一年了……我这儿酿的有清香甘甜的荷花酒，你有故事吗？#古香古食# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/YO7ztSb8lx07cDSTVtN601040202k6tX0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982365&ssig=84FtRVfS0a&KID=unistore,video",,2017-07-14,分享按钮,147674,31480,38091,古香古食,
四川,2970452952,李子柒,女,411,25616137,183,4127346662001570,想着小时候每到这个季节，奶奶就回用石磨推很多嫩玉米浆，烙出香到流口水的新鲜玉米饼。 这种用柴火慢烙出焦黄焦黄的玉米饼，你有多久没吃过了？#古香古食# 李子柒的秒拍视频 ,,"http://miaopai.video.weibocdn.com/X0q2gq0ilx07cuhrsYg001040202zvft0E013?ori=0&ps=1CwnkDw1GXwCQx&Expires=1592982365&ssig=bhqNikH3QW&KID=unistore,video",,2017-07-08,分享按钮,120030,22291,21732,古香古食,
